wdpa_id,date,treecover_ha
902858,2002-01-01,417999.143538445
197,2003-01-01,57575.6109655417
227,2003-01-01,319010.357801719
3305,2003-01-01,37139.3223821435
3306,2003-01-01,60005.8184131196
3307,2003-01-01,38752.4058616165
3311,2003-01-01,19701.2185407427
3314,2003-01-01,59402.3266794874
12226,2003-01-01,34615.9550021274
12229,2003-01-01,37463.9159477968
12241,2003-01-01,40630.6710786227
12570,2003-01-01,1457.94344341818
12572,2003-01-01,2921.74133259665
20224,2003-01-01,93321.6977924464
20230,2003-01-01,107127.034629877
28850,2003-01-01,16917.8625807982
30604,2003-01-01,119453.850464499
30605,2003-01-01,176408.863966765
30606,2003-01-01,35107.9520790526
30614,2003-01-01,57517.2980668082
30618,2003-01-01,227985.639065549
67670,2003-01-01,60983.8337072586
102817,2003-01-01,30321.4127489304
102910,2003-01-01,13967.251782841
107569,2003-01-01,38118.8034417937
115079,2003-01-01,3183.38676907844
116297,2003-01-01,16122.3818677001
220034,2003-01-01,157690.64457974
301932,2003-01-01,4967.30614049067
302086,2003-01-01,1433.55006377274
306780,2003-01-01,247055.160138963
342347,2003-01-01,128234.884444402
902858,2003-01-01,413187.309171247
197,2004-01-01,57575.5374155827
227,2004-01-01,318440.57290722
3305,2004-01-01,37067.1180716243
3306,2004-01-01,60003.827821634
3307,2004-01-01,38732.974198497
3311,2004-01-01,19691.7636210694
3314,2004-01-01,59396.710660952
12226,2004-01-01,34579.9593947055
12229,2004-01-01,37463.7686014508
12241,2004-01-01,40630.0802927157
12570,2004-01-01,1412.79826100865
12572,2004-01-01,2905.93408603124
20224,2004-01-01,93315.0954638684
20230,2004-01-01,107090.816378009
28850,2004-01-01,16912.9904584599
30604,2004-01-01,119452.236630136
30605,2004-01-01,175348.517151988
30606,2004-01-01,35089.7030371696
30614,2004-01-01,57185.7328682555
30618,2004-01-01,223209.71983178
67670,2004-01-01,60945.9668498817
102817,2004-01-01,30321.3393953933
102910,2004-01-01,13788.9471362473
107569,2004-01-01,37717.7443557032
115079,2004-01-01,3135.30093005133
116297,2004-01-01,16105.953263045
220034,2004-01-01,157667.389322125
301932,2004-01-01,4966.2752938591
302086,2004-01-01,1428.01165354102
306780,2004-01-01,246923.382255126
342347,2004-01-01,128121.597545961
902858,2004-01-01,408479.494633266
197,2005-01-01,57575.3165880584
227,2005-01-01,317477.284614137
3305,2005-01-01,36541.7133999813
3306,2005-01-01,59987.8330135803
3307,2005-01-01,38692.3405685642
3311,2005-01-01,19611.3351354124
3314,2005-01-01,59202.6284443674
12226,2005-01-01,34568.4040219049
12229,2005-01-01,37462.7369210746
12241,2005-01-01,40624.3944288746
12570,2005-01-01,1387.75202460011
12572,2005-01-01,2876.09204959662
20224,2005-01-01,93308.118898663
20230,2005-01-01,107036.50230202
28850,2005-01-01,16882.1313582339
30604,2005-01-01,119450.915813266
30605,2005-01-01,171007.786046755
30606,2005-01-01,35055.0410000204
30614,2005-01-01,55979.2280554792
30618,2005-01-01,211024.130491854
67670,2005-01-01,60922.1292346632
102817,2005-01-01,30321.3393953933
102910,2005-01-01,13218.4431379955
107569,2005-01-01,37017.4679385614
115079,2005-01-01,3086.33149491094
116297,2005-01-01,16063.2246014814
220034,2005-01-01,157610.933203276
301932,2005-01-01,4964.9499677873
302086,2005-01-01,1422.6209380319
306780,2005-01-01,246759.292828695
342347,2005-01-01,127894.635191238
902858,2005-01-01,398862.520831093
197,2006-01-01,57574.4335862805
227,2006-01-01,316681.296564304
3305,2006-01-01,36302.3924615928
3306,2006-01-01,59934.6827351418
3307,2006-01-01,38670.7007106143
3311,2006-01-01,19609.7100913521
3314,2006-01-01,59185.7774650844
12226,2006-01-01,34558.3193046091
12229,2006-01-01,37460.4531375204
12241,2006-01-01,40622.1051235694
12570,2006-01-01,1376.66941362222
12572,2006-01-01,2863.83011480857
20224,2006-01-01,93305.5488184004
20230,2006-01-01,107021.147997033
28850,2006-01-01,16874.8225601793
30604,2006-01-01,119446.146352079
30605,2006-01-01,170310.195586952
30606,2006-01-01,34999.9226819077
30614,2006-01-01,55374.3735029389
30618,2006-01-01,205326.24310087
67670,2006-01-01,60903.2257597938
102817,2006-01-01,30320.8259618463
102910,2006-01-01,13040.5074153426
107569,2006-01-01,36675.1671298826
115079,2006-01-01,3033.08144144417
116297,2006-01-01,16042.5970086814
220034,2006-01-01,157607.372315994
301932,2006-01-01,4964.13999582207
302086,2006-01-01,1421.88247667749
306780,2006-01-01,246643.063040363
342347,2006-01-01,127710.796786443
902858,2006-01-01,392443.948733956
197,2007-01-01,57574.0656959835
227,2007-01-01,315487.158835777
3305,2007-01-01,33373.6490552006
3306,2007-01-01,59854.7766883234
3307,2007-01-01,38623.1487733986
3311,2007-01-01,19599.2970762981
3314,2007-01-01,59125.9362818271
12226,2007-01-01,34508.2614826134
12229,2007-01-01,37460.0847937383
12241,2007-01-01,40619.5203978178
12570,2007-01-01,1241.53604112491
12572,2007-01-01,2692.2384670587
20224,2007-01-01,93300.5586612057
20230,2007-01-01,106973.906316018
28850,2007-01-01,16742.6018995589
30604,2007-01-01,119445.119193609
30605,2007-01-01,164774.777555873
30606,2007-01-01,34933.9095125919
30614,2007-01-01,53586.7571518763
30618,2007-01-01,193222.531770733
67670,2007-01-01,60766.6229356676
102817,2007-01-01,30320.2390165936
102910,2007-01-01,12862.721169566
107569,2007-01-01,36165.2049123289
115079,2007-01-01,2866.82296090992
116297,2007-01-01,15955.0126844022
220034,2007-01-01,157575.007692481
301932,2007-01-01,4955.00817220597
302086,2007-01-01,1412.57785642796
306780,2007-01-01,246407.856255267
342347,2007-01-01,127356.491124543
902858,2007-01-01,379255.258473941
197,2008-01-01,57570.5326580663
227,2008-01-01,314096.523092575
3305,2008-01-01,33329.8182902771
3306,2008-01-01,59841.9402607233
3307,2008-01-01,38566.9115490579
3311,2008-01-01,19553.0655269548
3314,2008-01-01,58974.959953064
12226,2008-01-01,34491.1103607217
12229,2008-01-01,37435.4797390326
12241,2008-01-01,40618.1172363275
12570,2008-01-01,1145.71056719356
12572,2008-01-01,2606.55420602324
20224,2008-01-01,93295.4235896731
20230,2008-01-01,106929.41532255
28850,2008-01-01,16705.2484336563
30604,2008-01-01,119444.458956436
30605,2008-01-01,162336.471772186
30606,2008-01-01,34916.5442962192
30614,2008-01-01,52590.1833202273
30618,2008-01-01,185632.903064528
67670,2008-01-01,60702.8567597472
102817,2008-01-01,30320.1656510578
102910,2008-01-01,12652.2369959545
107569,2008-01-01,35802.6672274555
115079,2008-01-01,2635.92110808647
116297,2008-01-01,15910.4433274315
220034,2008-01-01,157490.175929058
301932,2008-01-01,4946.24423531715
302086,2008-01-01,1408.66404669904
306780,2008-01-01,246275.511378347
342347,2008-01-01,127066.886317077
902858,2008-01-01,373583.766402295
197,2009-01-01,57568.9136951278
227,2009-01-01,312511.37713599
3305,2009-01-01,33084.6247175166
3306,2009-01-01,59808.6944249049
3307,2009-01-01,38526.8702317453
3311,2009-01-01,19548.412394923
3314,2009-01-01,58948.1365522519
12226,2009-01-01,34452.1691730999
12229,2009-01-01,37425.7554614022
12241,2009-01-01,40614.941932401
12570,2009-01-01,1007.62060758144
12572,2009-01-01,2533.65237536274
20224,2009-01-01,93290.4361672766
20230,2009-01-01,106860.869130336
28850,2009-01-01,16666.0527053165
30604,2009-01-01,119443.945406211
30605,2009-01-01,159036.4121455
30606,2009-01-01,34771.0424950215
30614,2009-01-01,51250.939513761
30618,2009-01-01,177884.216129322
67670,2009-01-01,60593.5612442876
102817,2009-01-01,30319.7988594855
102910,2009-01-01,12460.1356811559
107569,2009-01-01,35420.5061380546
115079,2009-01-01,2624.98910350241
116297,2009-01-01,15834.1206786118
220034,2009-01-01,157416.272162006
301932,2009-01-01,4939.91190313333
302086,2009-01-01,1407.1134839838
306780,2009-01-01,246081.094023252
342347,2009-01-01,125077.805456373
902858,2009-01-01,368558.598964211
197,2010-01-01,57568.766580757
227,2010-01-01,311362.406118798
3305,2010-01-01,33038.9482976814
3306,2010-01-01,59791.5926794763
3307,2010-01-01,38488.2271012818
3311,2010-01-01,19466.2115485357
3314,2010-01-01,58893.6815356545
12226,2010-01-01,34403.6826433176
12229,2010-01-01,37425.4607297074
12241,2010-01-01,40606.5983917159
12570,2010-01-01,744.300282488922
12572,2010-01-01,2176.67322893402
20224,2010-01-01,93280.0082345861
20230,2010-01-01,106794.833060907
28850,2010-01-01,16611.9390703109
30604,2010-01-01,119443.505197738
30605,2010-01-01,157683.699987515
30606,2010-01-01,34767.2152714261
30614,2010-01-01,50301.5089336455
30618,2010-01-01,172710.724904085
67670,2010-01-01,60536.8856563272
102817,2010-01-01,30319.3587191113
102910,2010-01-01,12380.20965834
107569,2010-01-01,35161.4343780137
115079,2010-01-01,2586.06692856854
116297,2010-01-01,15781.6645538146
220034,2010-01-01,157409.668094633
301932,2010-01-01,4938.07105847817
302086,2010-01-01,1404.75042110713
306780,2010-01-01,245875.166204627
342347,2010-01-01,124956.698999411
902858,2010-01-01,364345.118127952
197,2011-01-01,57568.1780328176
227,2011-01-01,310445.036369256
3305,2011-01-01,31814.9512229089
3306,2011-01-01,59784.3685234621
3307,2011-01-01,38432.714261587
3311,2011-01-01,19416.1372494665
3314,2011-01-01,58836.1116658447
12226,2011-01-01,34162.2965443445
12229,2011-01-01,37424.7239087035
12241,2011-01-01,40603.5708945922
12570,2011-01-01,642.932311928664
12572,2011-01-01,2018.01665163204
20224,2011-01-01,92711.6008957303
20230,2011-01-01,106692.695608469
28850,2011-01-01,16434.5516430222
30604,2011-01-01,119442.257934654
30605,2011-01-01,156502.530340623
30606,2011-01-01,34746.6082002859
30614,2011-01-01,49516.2963146669
30618,2011-01-01,169002.444525227
67670,2011-01-01,60515.3343313577
102817,2011-01-01,30318.9919842982
102910,2011-01-01,12283.9771597328
107569,2011-01-01,34986.2775321027
115079,2011-01-01,2581.93049181373
116297,2011-01-01,15677.5635791292
220034,2011-01-01,155934.929310882
301932,2011-01-01,4833.66112127553
302086,2011-01-01,1404.23352432848
306780,2011-01-01,245691.737232299
342347,2011-01-01,123858.476763233
902858,2011-01-01,361165.399629913
197,2012-01-01,57543.6067835875
227,2012-01-01,309316.752120824
3305,2012-01-01,31739.4397203844
3306,2012-01-01,59764.8318225598
3307,2012-01-01,38384.7990362459
3311,2012-01-01,19402.3980917261
3314,2012-01-01,58798.5761882496
12226,2012-01-01,34136.9062113128
12229,2012-01-01,37421.7029232754
12241,2012-01-01,40600.9862018132
12570,2012-01-01,594.095719429073
12572,2012-01-01,1902.57094668341
20224,2012-01-01,92698.9030398932
20230,2012-01-01,106506.894366929
28850,2012-01-01,16264.632054911
30604,2012-01-01,119432.940102004
30605,2012-01-01,154062.613955148
30606,2012-01-01,34705.9819767085
30614,2012-01-01,48431.6899768677
30618,2012-01-01,164952.67912236
67670,2012-01-01,60481.5329111514
102817,2012-01-01,30313.2705533975
102910,2012-01-01,12218.6624880077
107569,2012-01-01,34717.1958782314
115079,2012-01-01,2573.5103647938
116297,2012-01-01,15560.1349059559
220034,2012-01-01,155903.178315337
301932,2012-01-01,4832.18843505867
302086,2012-01-01,1395.96281277601
306780,2012-01-01,245469.265584666
342347,2012-01-01,123649.162574256
902858,2012-01-01,356059.967278011
197,2013-01-01,57525.5109400759
227,2013-01-01,307811.001906111
3305,2013-01-01,31598.0696051609
3306,2013-01-01,59763.356349378
3307,2013-01-01,38298.7469659539
3311,2013-01-01,19305.1245102232
3314,2013-01-01,58652.6445814155
12226,2013-01-01,34097.7528014378
12229,2013-01-01,37418.3872261439
12241,2013-01-01,40600.8385143451
12570,2013-01-01,570.822710198938
12572,2013-01-01,1849.53757157733
20224,2013-01-01,92687.233647493
20230,2013-01-01,106358.743547034
28850,2013-01-01,16183.4299447407
30604,2013-01-01,119396.036165998
30605,2013-01-01,152451.33861345
30606,2013-01-01,34682.1377105943
30614,2013-01-01,47156.9127933889
30618,2013-01-01,162160.287623763
67670,2013-01-01,59245.1701194427
102817,2013-01-01,30299.7011297156
102910,2013-01-01,12200.3590405496
107569,2013-01-01,34382.325199282
115079,2013-01-01,2569.52236184655
116297,2013-01-01,15460.7526447078
220034,2013-01-01,155894.620640789
301932,2013-01-01,4831.96755809255
302086,2013-01-01,1390.05533806114
306780,2013-01-01,245088.385834488
342347,2013-01-01,122740.820885707
902858,2013-01-01,351240.991069816
197,2014-01-01,57525.2165444118
227,2014-01-01,306496.652769385
3305,2014-01-01,31517.3251754201
3306,2014-01-01,59762.3241384144
3307,2014-01-01,38235.8124702632
3311,2014-01-01,19277.5038249719
3314,2014-01-01,58581.0441494725
12226,2014-01-01,34067.3538729515
12229,2014-01-01,37418.3135146974
12241,2014-01-01,40600.8385143451
12570,2014-01-01,537.280028774677
12572,2014-01-01,1725.44710879022
20224,2014-01-01,92654.7179815167
20230,2014-01-01,106280.08066999
28850,2014-01-01,16158.1840155456
30604,2014-01-01,119394.715319042
30605,2014-01-01,150958.934032494
30606,2014-01-01,34672.864825103
30614,2014-01-01,45986.6969566263
30618,2014-01-01,158765.731037398
67670,2014-01-01,59185.6047109465
102817,2014-01-01,30299.2609370631
102910,2014-01-01,12164.4879220411
107569,2014-01-01,34122.1639825125
115079,2014-01-01,2554.5293672243
116297,2014-01-01,15402.707051693
220034,2014-01-01,155883.23017285
301932,2014-01-01,4831.59937701196
302086,2014-01-01,1384.14770436157
306780,2014-01-01,244855.562090437
342347,2014-01-01,122695.978293253
902858,2014-01-01,346569.909864207
197,2015-01-01,57524.3332308408
227,2015-01-01,305103.514995227
3305,2015-01-01,31473.9341676806
3306,2015-01-01,59761.4391656919
3307,2015-01-01,38205.4100031302
3311,2015-01-01,19240.2073539446
3314,2015-01-01,58537.5915596958
12226,2015-01-01,34022.45262244
12229,2015-01-01,37414.0395874709
12241,2015-01-01,40592.4211109045
12570,2015-01-01,525.606237610345
12572,2015-01-01,1694.86723291809
20224,2015-01-01,92607.0340930439
20230,2015-01-01,106200.092643482
28850,2015-01-01,16094.1086548764
30604,2015-01-01,119394.421954872
30605,2015-01-01,149936.734621717
30606,2015-01-01,34621.49096841
30614,2015-01-01,44261.2983334654
30618,2015-01-01,155915.68014188
67670,2015-01-01,59136.8998536503
102817,2015-01-01,30299.2609370631
102910,2015-01-01,12134.0801039353
107569,2015-01-01,33812.2827480557
115079,2015-01-01,2541.97388960982
116297,2015-01-01,15274.0688938562
220034,2015-01-01,155876.706446846
301932,2015-01-01,4831.3785083259
302086,2015-01-01,1372.33291521974
306780,2015-01-01,244595.027292491
342347,2015-01-01,120377.782225944
902858,2015-01-01,340882.441566648
197,2016-01-01,57419.3096055729
227,2016-01-01,302726.178095894
3305,2016-01-01,31302.8881546968
3306,2016-01-01,59267.5244498724
3307,2016-01-01,38094.0220649455
3311,2016-01-01,19204.7522791791
3314,2016-01-01,58302.0887144976
12226,2016-01-01,33940.8296396692
12229,2016-01-01,37413.5238522404
12241,2016-01-01,40591.8305111315
12570,2016-01-01,495.314230487184
12572,2016-01-01,1546.99401972741
20224,2016-01-01,92549.5737808556
20230,2016-01-01,105709.506289853
28850,2016-01-01,16012.0236983237
30604,2016-01-01,119393.321542226
30605,2016-01-01,148251.169605184
30606,2016-01-01,34551.8337865697
30614,2016-01-01,41230.7353913371
30618,2016-01-01,148534.394782724
67670,2016-01-01,58718.8578752234
102817,2016-01-01,30299.2609370631
102910,2016-01-01,11526.8111677381
107569,2016-01-01,33186.6879384694
115079,2016-01-01,2478.89703082778
116297,2016-01-01,15022.3843158506
220034,2016-01-01,155864.575330676
301932,2016-01-01,4812.82457747483
302086,2016-01-01,1369.15763276438
306780,2016-01-01,244208.465051211
342347,2016-01-01,119951.726873377
902858,2016-01-01,332503.383995781
197,2017-01-01,57417.7640481246
227,2017-01-01,300907.714963637
3305,2017-01-01,29327.737851601
3306,2017-01-01,59262.1410633841
3307,2017-01-01,38029.3206162632
3311,2017-01-01,19178.5326175713
3314,2017-01-01,58276.2239373438
12226,2017-01-01,33833.3027663457
12229,2017-01-01,37413.4501331963
12241,2017-01-01,40587.2531048747
12570,2017-01-01,469.381708358811
12572,2017-01-01,1455.18369449938
20224,2017-01-01,92483.8051806182
20230,2017-01-01,105385.435623261
28850,2017-01-01,15874.9428563194
30604,2017-01-01,119386.940492173
30605,2017-01-01,145638.479302819
30606,2017-01-01,34539.9114936049
30614,2017-01-01,39214.261833379
30618,2017-01-01,144766.355108807
67670,2017-01-01,58578.6199837519
102817,2017-01-01,30299.1141982009
102910,2017-01-01,11446.5061325331
107569,2017-01-01,32587.8119994493
115079,2017-01-01,2450.2370896929
116297,2017-01-01,14798.787904693
220034,2017-01-01,155773.514389533
301932,2017-01-01,4810.83662310223
302086,2017-01-01,1367.68084983807
306780,2017-01-01,243437.884183261
342347,2017-01-01,119739.893027824
902858,2017-01-01,326407.46355519
197,2018-01-01,57417.6168291961
227,2018-01-01,298723.583930458
3305,2018-01-01,28998.4243527505
3306,2018-01-01,59260.7395702218
3307,2018-01-01,37977.8648711557
3311,2018-01-01,19140.6484063278
3314,2018-01-01,58238.8334365571
12226,2018-01-01,33722.4515424493
12229,2018-01-01,37413.4501331963
12241,2018-01-01,40587.0316165857
12570,2018-01-01,457.560464423821
12572,2018-01-01,1415.44521462467
20224,2018-01-01,92470.3619936692
20230,2018-01-01,105348.158921026
28850,2018-01-01,15740.6625726081
30604,2018-01-01,119386.647078726
30605,2018-01-01,143553.525707477
30606,2018-01-01,34527.1787115404
30614,2018-01-01,38025.6149983209
30618,2018-01-01,141543.50289566
67670,2018-01-01,58491.3099745007
102817,2018-01-01,30299.1141982009
102910,2018-01-01,11391.004513704
107569,2018-01-01,32050.9974245731
115079,2018-01-01,2423.49990606595
116297,2018-01-01,14697.9242102157
220034,2018-01-01,155737.925262525
301932,2018-01-01,4794.71061466101
302086,2018-01-01,1363.10299960643
306780,2018-01-01,243212.584461723
342347,2018-01-01,119630.122884017
902858,2018-01-01,321781.541242427
197,2019-01-01,57407.9760108888
227,2019-01-01,296347.557984007
3305,2019-01-01,28859.778344007
3306,2019-01-01,59259.5594551134
3307,2019-01-01,37282.0786101252
3311,2019-01-01,19028.0927749309
3314,2019-01-01,58164.4249028092
12226,2019-01-01,33602.9192599509
12229,2019-01-01,37412.7871292914
12241,2019-01-01,40575.144503034
12570,2019-01-01,450.763159793063
12572,2019-01-01,1325.77505639547
20224,2019-01-01,92293.2378936602
20230,2019-01-01,105236.035213396
28850,2019-01-01,15623.1466576354
30604,2019-01-01,119386.647078726
30605,2019-01-01,135434.683901301
30606,2019-01-01,34287.7346641493
30614,2019-01-01,36488.3552193606
30618,2019-01-01,136071.601970102
67670,2019-01-01,54415.3581290935
102817,2019-01-01,30298.9674551455
102910,2019-01-01,11238.8813369279
107569,2019-01-01,30932.6617004176
115079,2019-01-01,2299.71705223396
116297,2019-01-01,14574.1669157258
220034,2019-01-01,155613.209819516
301932,2019-01-01,4791.32379621686
302086,2019-01-01,1351.95247285984
306780,2019-01-01,242811.205421068
342347,2019-01-01,118983.089337018
902858,2019-01-01,316642.813090657
197,2020-01-01,57407.0930482124
227,2020-01-01,294588.079092778
3305,2020-01-01,28750.5308372199
3306,2020-01-01,59220.3428516829
3307,2020-01-01,37071.2554952418
3311,2020-01-01,18990.12775085
3314,2020-01-01,57901.386132333
12226,2020-01-01,33476.0464450883
12229,2020-01-01,37410.1351397961
12241,2020-01-01,40568.9410078365
12570,2020-01-01,443.226858206768
12572,2020-01-01,1236.91915491119
20224,2020-01-01,92098.5833229267
20230,2020-01-01,103931.623774097
28850,2020-01-01,15485.6976326051
30604,2020-01-01,119372.566819457
30605,2020-01-01,129358.056228976
30606,2020-01-01,33249.5429894243
30614,2020-01-01,33216.5335715536
30618,2020-01-01,133003.265070132
67670,2020-01-01,54372.1076039008
102817,2020-01-01,30297.9407321433
102910,2020-01-01,10980.938837125
107569,2020-01-01,30552.6484849582
115079,2020-01-01,2281.69594243628
116297,2020-01-01,12155.7199082787
220034,2020-01-01,155536.481585284
301932,2020-01-01,4777.62916394698
302086,2020-01-01,1351.73093891097
306780,2020-01-01,242530.340891374
342347,2020-01-01,117909.143309119
902858,2020-01-01,311294.041025665
197,2021-01-01,57407.0930482124
227,2021-01-01,294588.079092778
3305,2021-01-01,28750.5308372199
3306,2021-01-01,59220.3428516829
3307,2021-01-01,37071.2554952418
3311,2021-01-01,18990.12775085
3314,2021-01-01,57901.386132333
12226,2021-01-01,33476.0464450883
12229,2021-01-01,37410.1351397961
12241,2021-01-01,40568.9410078365
12570,2021-01-01,443.226858206768
12572,2021-01-01,1236.91915491119
20224,2021-01-01,92098.5833229267
20230,2021-01-01,103931.623774097
28850,2021-01-01,15485.6976326051
30604,2021-01-01,119372.566819457
30605,2021-01-01,129358.056228976
30606,2021-01-01,33249.5429894243
30614,2021-01-01,33216.5335715536
30618,2021-01-01,133003.265070132
67670,2021-01-01,54372.1076039008
102817,2021-01-01,30297.9407321433
102910,2021-01-01,10980.938837125
107569,2021-01-01,30552.6484849582
115079,2021-01-01,2281.69594243628
116297,2021-01-01,12155.7199082787
220034,2021-01-01,155536.481585284
301932,2021-01-01,4777.62916394698
302086,2021-01-01,1351.73093891097
306780,2021-01-01,242530.340891374
342347,2021-01-01,117909.143309119
902858,2021-01-01,311294.041025665
197,2022-01-01,57407.0930482124
227,2022-01-01,294588.079092778
3305,2022-01-01,28750.5308372199
3306,2022-01-01,59220.3428516829
3307,2022-01-01,37071.2554952418
3311,2022-01-01,18990.12775085
3314,2022-01-01,57901.386132333
12226,2022-01-01,33476.0464450883
12229,2022-01-01,37410.1351397961
12241,2022-01-01,40568.9410078365
12570,2022-01-01,443.226858206768
12572,2022-01-01,1236.91915491119
20224,2022-01-01,92098.5833229267
20230,2022-01-01,103931.623774097
28850,2022-01-01,15485.6976326051
30604,2022-01-01,119372.566819457
30605,2022-01-01,129358.056228976
30606,2022-01-01,33249.5429894243
30614,2022-01-01,33216.5335715536
30618,2022-01-01,133003.265070132
67670,2022-01-01,54372.1076039008
102817,2022-01-01,30297.9407321433
102910,2022-01-01,10980.938837125
107569,2022-01-01,30552.6484849582
115079,2022-01-01,2281.69594243628
116297,2022-01-01,12155.7199082787
220034,2022-01-01,155536.481585284
301932,2022-01-01,4777.62916394698
302086,2022-01-01,1351.73093891097
306780,2022-01-01,242530.340891374
342347,2022-01-01,117909.143309119
902858,2022-01-01,311294.041025665
197,2023-01-01,57407.0930482124
227,2023-01-01,294588.079092778
3305,2023-01-01,28750.5308372199
3306,2023-01-01,59220.3428516829
3307,2023-01-01,37071.2554952418
3311,2023-01-01,18990.12775085
3314,2023-01-01,57901.386132333
12226,2023-01-01,33476.0464450883
12229,2023-01-01,37410.1351397961
12241,2023-01-01,40568.9410078365
12570,2023-01-01,443.226858206768
12572,2023-01-01,1236.91915491119
20224,2023-01-01,92098.5833229267
20230,2023-01-01,103931.623774097
28850,2023-01-01,15485.6976326051
30604,2023-01-01,119372.566819457
30605,2023-01-01,129358.056228976
30606,2023-01-01,33249.5429894243
30614,2023-01-01,33216.5335715536
30618,2023-01-01,133003.265070132
67670,2023-01-01,54372.1076039008
102817,2023-01-01,30297.9407321433
102910,2023-01-01,10980.938837125
107569,2023-01-01,30552.6484849582
115079,2023-01-01,2281.69594243628
116297,2023-01-01,12155.7199082787
220034,2023-01-01,155536.481585284
301932,2023-01-01,4777.62916394698
302086,2023-01-01,1351.73093891097
306780,2023-01-01,242530.340891374
342347,2023-01-01,117909.143309119
902858,2023-01-01,311294.041025665
